line_id,name,code,colour,operator,network,mode
Line:relation:5974113,Bus S : Gare de Boussy-Saint-Antoine ↔ Gare de Combs-la-Ville,S,,Transdev STRAV,VyBus,bus
Line:relation:5974188,Bus M : Gare de Brunoy ↔ Z.A. Perdrix - Mandres-les-Roses,M,,Transdev STRAV,VyBus,bus
Line:relation:5974686,Ligne 162 : Falaise <-> Mézidon-Canon,162,,Kéolis,fr_busverts,bus
Line:relation:5976496,Bus 15,15,#c0262c,Régie des Tranports Métropolitains,RTM,bus
Line:relation:5976798,Bus 11 : Robinson RER ↔ Châtenay-Malabry - Coulée Verte,11,,Bièvre Bus Mobilités,Paladin,bus
Line:relation:5989074,Bus DM2A : Gare de Saint-Michel-sur-Orge ↔ Sainte-Geneviève-des-Bois,DM2A,,Transports Daniel Meyer,Daniel Meyer,bus
Line:relation:5989121,Bus DM4 : La Treille - Viry-Châtillon ↔ RER Gare Condorcet,DM4,3fc8f4,Transports Daniel Meyer,Daniel Meyer,bus
Line:relation:5998406,Bus DM22 : Tuileries - Grigny ↔ Gare de Savigny-sur-Orge,DM22,#FE360E,Transports Daniel Meyer,Daniel Meyer,bus
Line:relation:5999283,Navette 1,1,#ff9929,Communauté de Communes du Pays du Grésivaudan,TouGo Chamrousse,bus
Line:relation:5999284,Navette 2,2,#51bc49,Communauté de Communes du Pays du Grésivaudan,TouGo Chamrousse,bus
Line:relation:5999285,Navette Nocturne,N,#b767ad,Communauté de Communes du Pays du Grésivaudan,TouGo Chamrousse,bus
Line:relation:6001282,Bus DM8 : Libération - Morsang-sur-Orge ↔ Porte de L'Essonne - Paray-Vieille-Poste,DM8,#F89C1C,Transports Daniel Meyer,Daniel Meyer,bus
Line:relation:6001395,Bus 18,18,gray,Envibus,CASA,bus
Line:relation:6005817,16T,16T,#c84f39,RTM,RTM,bus
Line:relation:6006672,Bus 356 : Marché des Mortefontaines (Deuil-la-Barre) ↔ Cité Floréal (Saint-Denis),356,#F55323,RATP,RATP,bus
Line:relation:6010903,Bus DM5 : ZI Croix Blanche ↔ RER Gare Condorcet,DM5,#006DB7,Transports Daniel Meyer,Daniel Meyer,bus
Line:relation:6010927,Bus 169 : Pont de Sevres ↔ Hopital Georges Pompidou,169,#82DC73,RATP,RATP,bus
Line:relation:6010966,Bus 167 : Pont de Levallois ↔ Colombes - Piscine–Patinoire,167,#79bb92,RATP,RATP,bus
Line:relation:6011940,Ligne A,A,#ff4240,,Fil Vert,bus
Line:relation:6012630,Ligne C,C,#5ed2e9,,Fil Vert,bus
Line:relation:6013715,Ligne D,D,#fd4a98,,Fil Vert,bus
Line:relation:6017447,Ligne F,F,#f4441b,,Rémi Centre-Val de Loire,bus
Line:relation:6017986,Ligne G,G,#c7d94c,,Fil Bleu,bus
Line:relation:6018842,Ligne H,H,#153792,,Fil Vert,bus
Line:relation:6029740,Ligne I,I,#fccb44,,Fil Vert,bus
Line:relation:6029744,Bus 17,17,#d67c60,Régie des Tranports Métropolitains,RTM,bus
Line:relation:6032685,Ligne iV,iV,#ffa32d,,Fil Vert,bus
Line:relation:6039664,Ligne M,M,#9748a4,,Fil Vert,bus
Line:relation:6040400,Ligne N1,N1,#ffa22c,,Fil Vert,bus
Line:relation:6040778,Bus v1 : Mairie de L'Hay-les-Roses ↔ Leclerc Thomas,v1,,RATP,Valouette,bus
Line:relation:6043133,Ligne N2,N2,#2453ac,,Fil Vert,bus
Line:relation:6046629,Ligne P,P,#f94076,,Fil Vert,bus
Line:relation:6047780,Ligne R,R,#fdc14d,,Fil Vert,bus
Line:relation:6048347,Bus 380 : Arcueil-Vache Noire-Centre Commercial ↔ Villejuif-Louis Aragon,380,,RATP,RATP,bus
Line:relation:6048945,Ligne S,S,#ff9931,,Fil Vert,bus
Line:relation:6049045,Bus 182 : Mairie d'Ivry ↔ Villeneuve–Triage RER,182,#BA4C9B,RATP,RATP,bus
Line:relation:6050984,Ligne TA,TA,#3c6727,,Fil Vert,bus
Line:relation:6050986,Ligne TB,TB,#6f85c5,,Fil Vert,bus
Line:relation:6059508,Ligne TC,TC,#ff793a,,Fil Vert,bus
Line:relation:6059629,Ligne TD,TD,#b7b8dd,,Fil Vert,bus
Line:relation:6062612,Ligne TE,TE,#00a763,,Fil Vert,bus
Line:relation:6064998,Ligne TF,TF,#fca3cd,,Fil Vert,bus
Line:relation:6070679,Liane 4,L4,#822872,Keolis,Ametis,bus
Line:relation:6072128,Ligne LMB,LMB,#ff4e1d,,Fil Vert,bus
Line:relation:6074195,Ligne LMC,LMC,#efa23c,,Fil Vert,bus
Line:relation:6074252,Ligne LMD,LMD,#abb3ac,,Fil Vert,bus
Line:relation:6074332,Ligne LME,LME,#c651a8,,Fil Vert,bus
Line:relation:6080626,Ligne C,C,#6cc247,Archambault,Sitravel,bus
Line:relation:6080627,Ligne B,B,#00a763,Archambault,Sitravel,bus
Line:relation:6084688,Fil Rouge,FR,#d02e50,Ville de Châteu-Renault,Fil Rouge,bus
Line:relation:6084750,Ligne 1,1,#9c0a7d,,Le Bus d'Amboise,bus
Line:relation:6085371,Car TER 2.3 : Tours − Loches,TER 2.3,#039fe0,SNCF,Car TER Centre − Val de Loire,bus
Line:relation:6085568,Car TER 2.7 : Tours − Chinon,TER 2.7,#039fe0,SNCF,Car TER Centre − Val de Loire,bus
Line:relation:6090994,Car TER 2.8 : Tours − Château-du-Loir,TER 2.8,#039fe0,SNCF,TER Centre − Val de Loire,bus
Line:relation:6091217,Car TER 2.9 : Tours − Vendôme − Châteaudun − Chartres,TER 2.9,#039fe0,SNCF,Car TER Centre − Val de Loire,bus
Line:relation:6094108,Ligne de Graffenstaden à Hausbergen,138000,,SNCF Réseau,,railway
Line:relation:6099640,Bus 211 : Centre Commercial Terre Ciel ↔ Torcy RER,211,#FFCC01,RATP,RATP,bus
Line:relation:6101989,Bus 02 : Lagny ↔ Val d'Europe,02,,Transdev AMV,Pep's,bus
Line:relation:6116962,Bus 13 : Ozoir-la-Ferrière - Torcy RER,13,#80dbe7,Transdev AMV,Pep's,bus
Line:relation:6116990,Bus 15 : Poincaré SNCF - Mairie de Claye,15,,Transdev AMV,Pep's,bus
Line:relation:6117019,Bus 21 : Torcy RER - Gare de Lagny,21,#a0d056,Transdev AMV,Pep's,bus
Line:relation:6120285,Bus 22 : Val d'Europe - Gare de Bussy,22,,Transdev AMV,Pep's,bus
Line:relation:6130402,Bus 24 : Île de Loisirs ↔ Gare de Marne la Vallée Chessy,24,,Transdev AMV,Pep's,bus
Line:relation:6138428,Bus 25 : Gare de Lagny - Torcy RER,25,#ff2d16,Transdev AMV,Pep's,bus
Line:relation:6144402,Bus 26 : Gare de Lagny - Gare de Bussy,26,,Transdev AMV,Pep's,bus
Line:relation:6145087,Bus 29 : Gare de Lagny - Torcy RER,29,#00aa4f,Transdev AMV,Pep's,bus
Line:relation:6145135,Bus 34 : Val d'Europe - Chessy Gares,34,,Transdev AMV,Pep's,bus
Line:relation:6147733,Bus 46 : Val d'Europe - Torcy,46,#8040FF,Transdev AMV,Pep's,bus
Line:relation:6147762,Bus 43 : Val d'Europe - Chessy Gares,43,,Transdev AMV,Pep's,bus
Line:relation:6147928,Bus 42 : Val d'Europe - Lagny,42,,Transdev AMV,Pep's,bus
Line:relation:6156507,Bus Express 100 : Torcy RER ↔ Créteil - L'Échat,100,#0db0af,Transdev Lys,Mobilien,bus
Line:relation:6156817,Navette Bourg-en-Bresse − Aéroport Lyon-Saint-Exupéry,AERO-BEB,#3F305B,Baladain,Navettes Lyon Saint-Exupéry,bus
Line:relation:6158847,Bus 1 : Le Blanc Mesnil ↔ Villeparisis Mitry le Neuf,1,#60BB47,Keolis CIF,Les Courriers de l'Île-de-France,bus
Line:relation:6161018,Bus 43 : Gare de Sevran Livry ↔ Aéroport CDG1 RER B,43,#980D7D,Keolis CIF,Les Courriers de l'Île-de-France,bus
Line:relation:6163294,Bus 15 : Gare RER d'Aulnay-sous-Bois ↔ Jaurès (Tremblay-en-France),15,#0054A0,Keolis CIF,Les Courriers de l'Île-de-France,bus
Line:relation:6163356,Bus 19 : Marché (Villeparisis) ↔ Clos Marchais (Le Pin),19,#009036,Keolis CIF,Les Courriers de l'Île-de-France,bus
Line:relation:6166349,,Lyria,,Lyria,TGV Lyria,train
Line:relation:6166350,,Lyria,,Lyria,TGV Lyria,train
Line:relation:6166722,,IC 102,,SNCF,Intercités,train
Line:relation:6195622,Bus 72,72,#e2031d,Régie des Transports Métropolitains,RTM,bus
Line:relation:6195706,Bus Illenoo ligne 10,10,#2EA7AD,,FR:illenoo,bus
Line:relation:6195707,Bus Illenoo ligne 11,11,#AF2A20,,FR:illenoo,bus
Line:relation:6195708,Bus Illenoo ligne 12a,12a,#D1E28B,,FR:illenoo,bus
Line:relation:6195709,Bus Illenoo ligne 12b,12b,#5D9F41,,FR:illenoo,bus
Line:relation:6195710,Bus Illenoo ligne 13,13,#885B2C,,FR:illenoo,bus
Line:relation:6195711,Bus Illenoo ligne 14,14,#FC7CBA,,FR:illenoo,bus
Line:relation:6195712,Bus Illenoo ligne 15,15,#FFCE8E,,FR:illenoo,bus
Line:relation:6195713,Bus Illenoo ligne 16,16,#FFCE8E,Conseil départemental d'Ille-et-Vilaine,FR:illenoo,bus
Line:relation:6195714,Bus Illenoo ligne 17a,17a,#7CD09F,,FR:illenoo,bus
Line:relation:6195715,Bus Illenoo ligne 17b,17b,#1D6A37,,FR:illenoo,bus
Line:relation:6195716,Bus Illenoo ligne 17ETE,17ETE,,,FR:illenoo,bus
Line:relation:6195717,Bus Illenoo ligne 18,18,#B6DBF1,,FR:illenoo,bus
Line:relation:6195718,Bus Illenoo ligne 19,19,#FF9C5B,,FR:illenoo,bus
Line:relation:6195719,Bus Illenoo ligne 1a,1a,#9ECE4D,,FR:illenoo,bus
Line:relation:6195720,Bus Illenoo ligne 1b,1b,#00A16A,,FR:illenoo,bus
Line:relation:6195721,Bus Illenoo ligne 2,2,#BB99CB,,FR:illenoo,bus
Line:relation:6195722,Bus Illenoo ligne 21,21,#9E2A96,,FR:illenoo,bus
Line:relation:6195723,Bus Illenoo ligne 22,22,#EB2C26,,FR:illenoo,bus
Line:relation:6195724,Bus Illenoo ligne 3a,3a,#0092D4,,FR:illenoo,bus
Line:relation:6195725,Bus Illenoo ligne 3b,3b,#153C9F,,FR:illenoo,bus
Line:relation:6195726,Bus Illenoo ligne 4a,4a,#FFC734,,FR:illenoo,bus
Line:relation:6195727,Bus Illenoo ligne 4b,4b,#FF9929,,FR:illenoo,bus
Line:relation:6195728,Bus Illenoo ligne 5,5,#51BC49,,FR:illenoo,bus
Line:relation:6195729,Bus Illenoo ligne 6,6,#FF9027,,FR:illenoo,bus
Line:relation:6195730,Bus Illenoo ligne 7,7,#2B2E34,,FR:illenoo,bus
Line:relation:6195731,Bus Illenoo ligne 8a,8a,#00BEF2,,FR:illenoo,bus
Line:relation:6195732,Bus Illenoo ligne 8b,8b,#162680,,FR:illenoo,bus
Line:relation:6195733,Bus Illenoo ligne 9a,9a,#BFA635,,FR:illenoo,bus
Line:relation:6195734,Bus Illenoo ligne 9b,9b,#7D282C,,FR:illenoo,bus
Line:relation:6233646,Réseau MAT ligne 1,1,#E30513,Keolis Saint-Malo,FR:Réseau MAT,bus
Line:relation:6233647,Réseau MAT ligne 10,10,#B26500,Keolis Saint-Malo,FR:Réseau MAT,bus
Line:relation:6233648,Réseau MAT ligne 11,11,#6F6FFF,Keolis Saint-Malo,FR:Réseau MAT,bus
Line:relation:6233649,Réseau MAT ligne 12,12,#009640,Keolis Saint-Malo,FR:Réseau MAT,bus
Line:relation:6233650,Réseau MAT ligne 13 Hiver,13 Hiver,#B5A918,Keolis Saint-Malo,FR:Réseau MAT,bus
Line:relation:6233651,Réseau MAT ligne 2,2,#0069B4,Keolis Saint-Malo,FR:Réseau MAT,bus
Line:relation:6233652,Réseau MAT ligne 3,3,#95C1CE,Keolis Saint-Malo,FR:Réseau MAT,bus
Line:relation:6233653,Réseau MAT ligne 4,4,#A61580,Keolis Saint-Malo,FR:Réseau MAT,bus
Line:relation:6233654,Réseau MAT ligne 5,5,#2DAFE5,Keolis Saint-Malo,FR:Réseau MAT,bus
Line:relation:6233655,Réseau MAT ligne 6,6,#009993,Keolis Saint-Malo,FR:Réseau MAT,bus
Line:relation:6233656,Réseau MAT ligne 7,7,#FFDD00,Keolis Saint-Malo,FR:Réseau MAT,bus
Line:relation:6233657,Réseau MAT ligne 8 Hiver,8 Hiver,#F39200,Keolis Saint-Malo,FR:Réseau MAT,bus
Line:relation:6233658,Réseau MAT ligne 8 Été,8 Été,#F39200,Keolis Saint-Malo,FR:Réseau MAT,bus
Line:relation:6233659,Réseau MAT ligne 9,9,#FF65FF,Keolis Saint-Malo,FR:Réseau MAT,bus
Line:relation:6247138,Bus Châteaubourg Ligne 1,1,,Keolis Armor,FR:chateaubourg,bus
Line:relation:6247140,Bus Châteaubourg Ligne 2,2,,Keolis Armor,FR:chateaubourg,bus
Line:relation:6247142,Bus Châteaubourg Ligne 3,3,,Keolis Armor,FR:chateaubourg,bus
Line:relation:6247144,Bus Châteaubourg Ligne 4a,4a,,Keolis Armor,FR:chateaubourg,bus
Line:relation:6247146,Bus Châteaubourg Ligne 5,5,,Keolis Armor,FR:chateaubourg,bus
Line:relation:6249629,Bus Châteaubourg Ligne 4b,4b,,Keolis Armor,FR:chateaubourg,bus
Line:relation:6250529,Raccordement de Strasbourg-Neudorf à Strasbourg-Koenigshoffen,141 306,,SNCF Réseau,,railway
Line:relation:6250751,Bus Fougères Ligne 1,1,#FD438B,Transdev Fougères,FR:SURF,bus
Line:relation:6250752,Bus Fougères Ligne 2,2,#35B64E,Transdev Fougères,FR:SURF,bus
Line:relation:6250753,Bus Fougères Ligne 3,3,#963E9F,Transdev Fougères,FR:SURF,bus
Line:relation:6250754,Bus Fougères Ligne 4,4,#2CA6DD,Transdev Fougères,FR:SURF,bus
Line:relation:6250755,Bus Fougères Ligne 5,5,#FF601F,Transdev Fougères,FR:SURF,bus
Line:relation:6250816,Ligne de Vendenheim à Wissembourg,146 000,,SNCF Réseau,,railway
Line:relation:6267195,TER 10 : Besançon <=> Morteau <=> La Chaux-de-Fonds,TER 10,red,SNCF,TER Franche-Comté,train
Line:relation:6277419,Ligne de Réding à Metz,140 000,,,,railway
Line:relation:6285720,Ligne 6,6,#f74956,Mont Blanc Bus,Chamonix Bus,bus
Line:relation:6288957,C 12 : Saint-Dizier − Joinville − Chaumont,C 12,,SNCF,TER Grand Est,train
Line:relation:6288958,,TER 15,,SNCF,TER Champagne-Ardenne,train
Line:relation:6290531,Bus 100 : Nice Menton par Monaco,100,,Lignes d'Azur,,bus
Line:relation:6290750,Bus 475 : Porte d'Orléans ↔ Elancourt-Prague,475,,SQYBus,SQYBus (Groupe RATP),bus
Line:relation:6295792,Ligne de Berthelming à Sarreguemines,168 000,,,,railway
Line:relation:6304255,Trolleybus 1,1,,STCL,,trolleybus
Line:relation:6310489,BHNS B3B,B3B,#eb008c,Régie des Transports Métropolitains,RTM,bus
Line:relation:6312550,Nuit B3,B3,#91268e,Régie des Transports Métropolitains,RTM,bus
Line:relation:6333094,Navette des Goudes,Nav3,#00a1c4,Régie des Transports Marseillais,RTM,ferry
Line:relation:6334578,Bus 28,28,#F7941D,Transports de l'agglomération de Montpellier,Montpellier Agglomération,bus
Line:relation:6352170,Ligne de Frasne aux Verrières-de-Joux,875 000,,SNCF Réseau,,railway
Line:relation:6354122,Nuit 526,526,#00a994,Régie des Transports Métropolitains,RTM,bus
Line:relation:6355936,Bus 321 : Lognes RER ↔ Aérodrome de Lognes ou Torcy RER,321,#FFCD02,RATP,RATP,bus
Line:relation:6368031,"Transp'Or : L2 (master, Odysseum <-> Mauguio)",2,#75B726,Pays de l'Or Agglomération,Transp'Or,bus
Line:relation:6377130,TER 09 : Besançon Franche-Comté TGV <=> Besançon-Viotte,TER 09,red,SNCF,TER Franche-Comté,train
Line:relation:6397725,Nuit 535,535,#c53d96,Régie des Transports Métropolitains,RTM,bus
Line:relation:6398477,Bus 82,80,#a5cd39,Régie des Transports Métropolitains,RTM,bus
Line:relation:6408081,Nuit 583,583,#d0b4ca,Régie des Transports Métropolitains,RTM,bus
Line:relation:6420180,Ligne de Graffenstaden à Strasbourg-Neudorf,141 000,,SNCF Réseau,,railway
Line:relation:6426542,Raccordement LGV de Coubert,752 308,,SNCF Réseau,,railway
Line:relation:6429547,Jetbus 21J,21J,#f48345,Régie des Tranports Métropolitains,RTM,bus
Line:relation:6429599,Nuit 521,521,#f4811f,Régie des Transports Métropolitains,RTM,bus
Line:relation:6432039,Ligne de Culmont - Chalindrey à Gray,846000,,SNCF Réseau,,railway
Line:relation:6432380,Bus 12,12,#0088ce,Régie des Transports Métropolitains,RTM,bus
Line:relation:6434505,Noctilien N53 : Gare Saint-Lazare ↔ Nanterre-Université RER,N53,#77C695,RATP,Noctilien,bus
Line:relation:6442110,Bus 121/122,121/122,,Transdev,RTM,bus
Line:relation:6442722,268 Bühl - Schwarzach - Lichtenau - Freistett,268,#CB8347,SWEG,KVV;TGO,bus
Line:relation:6446840,Bus 18,18,#7b51a0,Régie des Transports Métropolitains,RTM,bus
Line:relation:6447692,Bus 91,91,#7ed2f7,Régie des Transports Métropolitains,RTM,bus
Line:relation:6447750,Nuit 540,540,#ffdd00,Régie des Transports Métropolitains,RTM,bus
Line:relation:6447818,Bus 24,24,#ec1b24,Régie des Transports Métropolitains,RTM,bus
Line:relation:6447846,518,518,#fcb033,Régie des Transports Métropolitains,RTM,bus
Line:relation:6458215,Nuit 582,582,#ec1b24,Régie des Transports Métropolitains,RTM,bus
Line:relation:6461508,Bus 31,31,#008540,Régie des Transports Métropolitains,RTM,bus
Line:relation:6463966,Bus 33,33,#00b8b6,Régie des Transports Métropolitains,RTM,bus
Line:relation:6470732,Bus 28,28,#ee3f34,Régie des Transports Métropolitains,RTM,bus
Line:relation:6473661,Bus 38,38,#ee3f34,Régie des Transports Métropolitains,RTM,bus
Line:relation:6480316,Bus 27,27,#00ADEE,Régie des Transports Métropolitains,RTM,bus
Line:relation:6487094,Bus 89,89,#008540,Régie des Transports Métropolitains,RTM,bus
Line:relation:6491640,Nuit 533,533,#00a550,Régie des Transports Marseillais,RTM,bus
Line:relation:6492002,Nuit 530,530,#00adee,Régie des Transports Métropolitains,RTM,bus
Line:relation:6497058,Bus 42,42,#5e6cb2,Régie des Transports Métropolitains,RTM,bus
Line:relation:6497386,Tramway d'Aubagne,T1,red,,Lignes de l'Agglo,tram
Line:relation:6497703,Circuit d1 : Asnières / Foulonne <> Hôpital,d1,#E40420,STU Bourges,AggloBus,bus
Line:relation:6501242,Circuit d2 : La Rottée <> St Douclhard,d2,#004C9D,STU Bourges,AggloBus,bus
Line:relation:6501243,Circuit d3 : St Germain <> Base de Voile,d3,#FFDD00,STU Bourges,AggloBus,bus
Line:relation:6501528,Bus 7,7,#faba00,Régie des Transports Marseillais,RTM,bus
Line:relation:6501833,Circuit d4 : Foulonne <> Aéroport / St Florent,d4,#00904A,STU Bourges,AggloBus,bus
Line:relation:6501834,Circuit d5 : Bourges Nord <> St Bonnet,d5,#FAB119,STU Bourges,AggloBus,bus
Line:relation:6503798,Nuit 509,509,#bdd746,Régie des Transports Marseillais,RTM,bus
Line:relation:6504038,Ligne 2 : Forum <> Sologne,2,#069AE1,RATP Dev,Le Vib',bus
Line:relation:6504039,Ligne 1 : Forum <> Fernand Léger / La Giraudière,1,#ED1C24,RATP Dev,Le Vib',bus
Line:relation:6504040,Ligne 4 : Forum <> Les Crêles,4,#F68712,RATP Dev,Le Vib',bus
Line:relation:6504041,Ligne 3 : Forum <> Route de Foëcy,3,#02A14F,RATP Dev,Le Vib',bus
Line:relation:6504042,Ligne 6 : Centre-Ville <> Desroches,6,#EC008C,RATP Dev,Le Vib',bus
Line:relation:6504043,Ligne 5 : Forum <> Les Crêles,5,#92292E,RATP Dev,Le Vib',bus
Line:relation:6504044,Navette Pillots : Hurvoy <> Les Pillots,Pillots,#231F20,RATP Dev,Le Vib',bus
Line:relation:6506134,Ligne 240 : Maseille (La Fouragère) − Aubagne,,#6a298b,RDT13,Cartreize,bus
Line:relation:6506256,Ligne 100 : Maseille (Castellane) − Aubagne par autoroute,100,#fdb713,RDT13,Cartreize,bus
Line:relation:6520401,Bus 10 : Victor Hugo (Brie-Comte-Robert) ↔ Gare de Noisiel,10,,SETRA,Arlequin,bus
Line:relation:6545190,Navettes gratuites du Centre-Ville,Navettes,#E60076,STU Bourges,AggloBus,bus
Line:relation:6548599,Ligne G2,G2,#00a9e7,GR4,TouGo,bus
Line:relation:6552159,Bus 259 : Nanterre - Anatole France ↔ Saint-Germain-en-Laye RER,259,4397D2,RATP,RATP,bus
Line:relation:6552173,Ligne G20,G20,#9c472b,GR4,TouGo,bus
Line:relation:6552284,Ligne G100,G100,,GR4,TouGo,bus
Line:relation:6561211,Ligne G52,G52,#e36204,GR4,TouGo,bus
Line:relation:6562420,ligne 18,,,Régie mixte des transports toulonnais,Réseau Mistral,bus
Line:relation:6575355,Citéis 40: Cenon Beausite ⇆ Lormont Lauriers / Lormont Buttinière,40,#7C982E,Keolis Bordeaux Métropole,TBM,bus
Line:relation:6578905,Tractor Bus,,,,,bus
Line:relation:6583405,ligne 81,81,,Régie mixte des transports toulonnais,Réseau Mistral,bus
Line:relation:6583414,ligne 28,28,,Régie mixte des transports toulonnais,Réseau Mistral,bus
Line:relation:6587630,Bus 2A,2A,#ff2d22,TCAT,fr_tcat,bus
Line:relation:6587631,Bus 2B,2B,#ff2d22,TCAT,fr_tcat,bus
Line:relation:6587632,Bus 2C,2C,#ff2d22,TCAT,fr_tcat,bus
Line:relation:6589323,50 : Saint-Priest Hôtel de Ville ⇔ La Fouillouse,50,,Keolis,TCL,bus
Line:relation:6593637,Corol 33: Bordeaux Les Aubiers ⇆ Mérignac Soleil,33,#EE7D00,,TBM,bus
Line:relation:6594969,Bus 421 : Vaires-Torcy ↔ Emerainville - Pontault-Combault,421,#008b5a,RATP,RATP,bus
Line:relation:6596796,RGTR 309: Esch/Belval <=> Perl (D),309,#CCD32A,Zenners,RGTR,bus
Line:relation:6607126,Bus 12,12,#a8cd42,TCAT,fr_tcat,bus
Line:relation:6607966,Ligne 21,21,#ff561c,Communauté d'Agglomération du Pays Voironnais,Voironnais,bus
Line:relation:6608978,Bus 249 : Dugny - Centre Ville ↔ Porte des Lilas,249,#CCD80E,RATP,RATP,bus
Line:relation:6613538,Bus 34,34,#60d2e5,TCAT,fr_tcat,bus
Line:relation:6621932,LER 29 : Marseille − Sisteron − Gap − Briançon,LER 29,#ef2f98,SCAL,Zou !,bus
Line:relation:6623332,Ligne 50 : Marseille − Aix par autoroute,50,#0055ad,RDT13,La Métropole Mobilité,bus
Line:relation:6626058,Ligne 91 : Navette Marseille − Aéroport,91,#0077b1,TransProvence,Cartreize,bus
Line:relation:6626059,Ligne 40 : Aix − Gare TGV − Aéroport,40,#1ebdc5,RDT13,La Métropole Mobilité,bus
Line:relation:6632377,Bus 37,37,#ffec7a,TCAT,fr_tcat,bus
Line:relation:6636893,Route 11,,#906050,CT Plus Guernsey,,bus
Line:relation:6636918,Route 12,12,#00b0f0,CT Plus Guernsey,,bus
Line:relation:6637354,Route 71,71,#ee0090,CT Plus Guernsey,,bus
Line:relation:6638928,Ligne de bus 6,6,,Transports de l'Agglomération de Montpellier,Montpellier Métropole,bus
Line:relation:6645022,Bus 394 : Issy–Val de Seine RER ↔ Bourg-la-Reine RER,394,,RATP,RATP,bus
Line:relation:6647978,Ligne 1,L1,#b63f82,SAEML TAMM,Le Met',bus
Line:relation:6649878,Route 95,95,#90ddf0,CT Plus Guernsey,,bus
Line:relation:6649879,Route 93,93,#ffff00,CT Plus Guernsey,,bus
Line:relation:6649892,Route 94,94,#ffff00,CT Plus Guernsey,,bus
Line:relation:6651557,Ligne de Metz-Ville à Zoufftgen,180 000,,SNCF Réseau,,railway
Line:relation:6652412,Ligne 2,L2,#b63f82,SAEML TAMM,Le Met',bus
Line:relation:6659014,Métro Rennes Ligne b (en construction),b,#0000FF,Keolis Rennes,FR:STAR,subway
Line:relation:6660662,Bus 524: La Navette de Fontenay-sous-Bois,524,,RATP,RATP,bus
Line:relation:6670436,Bus 36,36,#7ddae9,TCAT,fr_tcat,bus
Line:relation:6674962,téléphérique C : Ateliers ↔ Jean Moulin,,red,Keolis Brest,fr_bibus,aerialway
Line:relation:6681544,Bus E,,#e4a5c3,Keolis,fr_citybus,bus
Line:relation:6682641,Bus DIM,,#6562a7,Keolis,fr_citybus,bus
Line:relation:6682682,Bus AS : Autobus Suresnois,AS,,RATP,Autobus Suresnois,bus
Line:relation:6683613,Bus X11,,,,,bus
Line:relation:6687395,Trolleybus 5,,,STCL,TCL,trolleybus
Line:relation:6691682,Bus 10,10,,STCL,,bus
Line:relation:6694564,Bus 7,,#304566,Keolis,fr_citybus,bus
Line:relation:6696465,Ligne de Colmar à Metzeral,119 000,,SNCF Réseau,,railway
Line:relation:6698193,Ligne de Sélestat à Saverne,111 000,,SNCF Réseau,,railway
Line:relation:6706700,Bus 10,10,#8d6cab,Keolis,fr_citybus,bus
Line:relation:6706831,Bus 11,11,#f08e00,Keolis,fr_citybus,bus
Line:relation:6706981,Bus 487 : Athis-Mons - Porte de l'Essonne ↔ Marché de Juvisy,487,,Keolis Seine Val-de-Marne,RATP,bus
Line:relation:6712046,Lligne de Nançois - Tronville à Neufchâteau (partie exploitée),027 000,,SNCF Réseau,,railway
Line:relation:6718501,Trolleybus 2,2,,STCL,TCL,trolleybus
Line:relation:6741325,Bus 31 : Cesson Gare RER ↔ Point de Vue (Lieusaint),31,,Transdev Île-de-France Lieusaint,Sénart Bus,bus
Line:relation:6741397,Bus 32 : Savigny - Nandy Gare RER (circulaire intérieur),32,,Transdev Île-de-France Lieusaint,Sénart Bus,bus
Line:relation:6741557,Bus 33 : Savigny - Nandy Gare RER (circulaire extérieur),33,,Transdev Île-de-France Lieusaint,Sénart Bus,bus
Line:relation:6743131,Bus 15,15,#00a64f,Keolis,fr_citybus,bus
Line:relation:6744021,Bus 34 : Savigny - Nandy Gare RER ↔ Savigny - Nandy Gare RER,34,,Transdev Île-de-France Lieusaint,Sénart Bus,bus
Line:relation:6744031,Bus 37 : Savigny - Nandy Gare RER ↔ Savigny - Nandy Gare RER,37,,Transdev Île-de-France Lieusaint,Sénart Bus,bus
Line:relation:6744094,Bus 36 : Savigny - Nandy Gare RER ↔ Cesson Gare RER,36,,Transdev Île-de-France Lieusaint,Sénart Bus,bus
Line:relation:6744103,Bus 41 : Cesson Gare RER ↔ Cesson Gare RER,41,,Transdev Île-de-France Lieusaint,Sénart Bus,bus
Line:relation:6744194,Bus 04 : Le Fresne (Saint-Pierre-du-Perray) ↔ Mairie (Morsang-sur-Seine),04,,Transdev Île-de-France Lieusaint,Sénartbus Essonne,bus
Line:relation:6744247,Bus 21 : Les Grès (Moissy-Cramayel) ↔ Porte de Paris (Lieusaint),21,,Transdev Île-de-France Lieusaint,Sénart Bus,bus
Line:relation:6744258,Bus 12 : Combs-la-Ville - Quincy Gare RER (circulaire extérieur),12,,Transdev Île-de-France Lieusaint,Sénart Bus,bus
Line:relation:6744271,Bus 23 : circulaire de Moissy,23,,Transdev Île-de-France Lieusaint,Sénart Bus,bus
Line:relation:6749663,2080 : Valencin - Artas - Bourgoin-Jallieu,2080,#7030A0,Car Faure,Transisère,bus
Line:relation:6751698,Bus 22 : Saint-Michel (Moissy-Cramayel) ↔ Lieusaint - Moissy Gare RER,22,,Transdev Île-de-France Lieusaint,Sénart Bus,bus
